annotation,Nebula Awards Showcase 2008,Ben Bova,2023-09-06T20:24:42.000,2023-09-06T20:24:42Z,4.5 i get the forest fires now,BURN JAMES PATRICK KELLY
annotation,Nebula Awards Showcase 2008,Ben Bova,2023-09-06T05:11:21.000,2023-09-06T05:11:21Z,3.5 retelling of echos myth   nit bad nit a ewow,"Farewell, Narkissos said, and again Echo sighed and whispered, Farewell."
annotation,Nebula Awards Showcase 2015,Greg Bear,2023-02-09T05:30:35.000,2023-02-09T05:30:35Z,Incredible story of the smllpox vaccine in an alternative reality where the incas wernt conquered, morning you 
annotation,Nebula Awards Showcase 2015,Greg Bear,2023-02-06T10:30:26.000,2023-02-06T10:30:26Z,Sweet story about the new making room for the old,room for guests.
annotation,Nebula Awards Showcase 2015,Greg Bear,2023-02-06T10:57:26.000,2023-02-06T10:57:26Z,Stunning story of an artist who sees dead people," “highlight” figures, bright and clear with strong definitions and confident lines. They are "
annotation,Nebula Awards Showcase 2015,Greg Bear,2023-02-08T10:18:19.000,2023-02-08T10:18:19Z,Abortion in dystopian future  sibilings love, I love you?
annotation,Nebula Awards Showcase 2015,Greg Bear,2023-02-08T11:30:10.000,2023-02-08T11:30:10Z,Incredible about a boyish architect who accidentaly designs  aprisin fir mermen? told through the perspective of his wife,George’s plans
annotation,Nebula Awards Showcase 2015,Greg Bear,2023-02-08T10:34:26.000,2023-02-08T10:34:26Z,Ok world building  terrible writing reads like ff i like the chinese undertones, Opera
annotation,Nebula Awards Showcase 2015,Greg Bear,2023-02-09T06:29:13.000,2023-02-09T06:29:13Z,Cool concept,Uncle
annotation,Nebula Awards Showcase 2015,Greg Bear,2023-02-08T01:37:39.000,2023-02-08T01:37:39Z,Good unexpeced twist,Catherine.
annotation,Nebula Awards Showcase 2015,Greg Bear,2023-02-06T09:56:08.000,2023-02-06T09:56:08Z,Incredible gut punching,RACHEL SWIRSKY
annotation,Nebula Awards Showcase 2013,Catherine Asaro,2023-02-02T06:08:06.000,2023-02-02T06:08:06Z,humans Gene mod to be like birds bike acriss america,south
annotation,Nebula Awards Showcase 2013,Catherine Asaro,2023-02-02T05:15:30.000,2023-02-02T05:15:30Z,Against lobbist and political correctness and the ridiculousness of it all,Shakespeare.
annotation,Nebula Awards Showcase 2013,Catherine Asaro,2023-02-02T07:17:57.000,2023-02-02T07:17:57Z,Choose your own adventure about choice. Good,Sometimes they don’t come back.”
annotation,Nebula Awards Showcase 2013,Catherine Asaro,2023-02-04T06:47:52.000,2023-02-04T06:47:52Z,Terrific show of what leadership structural engineering and love are when together,"  A fo ben, bid bont. To be a leader, be a bridge.
  Welsh proverb
"
annotation,Nebula Awards Showcase 2013,Catherine Asaro,2023-02-02T05:17:55.000,2023-02-02T05:17:55Z,Good world buildimg adresses a scifi holocaust,settled
annotation,Nebula Awards Showcase 2013,Catherine Asaro,2023-02-02T09:51:32.000,2023-02-02T09:51:32Z,Hauntingly beautiful story of an innocent through war,"Themba,” Lizzie"
annotation,Nebula Awards Showcase 2013,Catherine Asaro,2023-02-02T10:22:15.000,2023-02-02T10:22:15Z,Anarcist bees!,did.
annotation,Nebula Awards Showcase 2013,Catherine Asaro,2023-02-02T06:52:57.000,2023-02-02T06:52:57Z,Vampirr,"  2011 Rhysling Winner, Short Poem Category"
annotation,Nebula Awards Showcase 2013,Catherine Asaro,2023-02-03T02:37:43.000,2023-02-03T02:37:43Z,Earth wo sun have to live in deep sea,waited.
annotation,Nebula Awards Showcase 2017,Julie E. Czerneda,2023-01-31T23:51:37.000,2023-01-31T23:51:37Z,Sweet story about different cultures and family,"NEBULA AWARD WINNER

   BEST NOVELLA

   BINTI

   NNEDI OKORAFOR"
annotation,Nebula Awards Showcase 2017,Julie E. Czerneda,2023-02-01T00:02:37.000,2023-02-01T00:02:37Z,Meh,"100 REASONS TO HAVE SEX WITH AN ALIEN

   F. J. BERGMANN
"
annotation,Nebula Awards Showcase 2017,Julie E. Czerneda,2023-01-31T00:07:24.000,2023-01-31T00:07:24Z,A sweet story about a kid ai,"CAT PICTURES PLEASE

   NAOMI KRITZER

   Naomi Kritzer"
annotation,Nebula Awards Showcase 2017,Julie E. Czerneda,2023-01-31T00:31:42.000,2023-01-31T00:31:42Z,Warship with ptsd saves earth,"DAMAGE

   DAVID D. LEVINE
"
annotation,Nebula Awards Showcase 2017,Julie E. Czerneda,2023-01-31T01:07:04.000,2023-01-31T01:07:04Z,Incredible story on alzeimhers,"TODAY I AM PAUL

   MARTIN L. SHOEMAKER"
annotation,Nebula Awards Showcase 2017,Julie E. Czerneda,2023-01-31T01:21:16.000,2023-01-31T01:21:16Z,Best womans wrongs story ive ever read,"HUNGRY DAUGHTERS OF STARVING MOTHERS

   ALYSSA WONG
"
annotation,Nebula Awards Showcase 2017,Julie E. Czerneda,2023-02-01T00:07:25.000,2023-02-01T00:07:25Z,Touching and true. of the love a reader has for their author,"HAVE READ THEM ALL, NOW

   MICHELLE SAGARA"
annotation,Nebula Awards Showcase 2017,Julie E. Czerneda,2023-01-31T00:45:16.000,2023-01-31T00:45:16Z,Interesting format fir a story,"WHEN YOUR CHILD STRAYS FROM GOD

   SAM J. MILLER"
annotation,Nebula Awards Showcase 2017,Julie E. Czerneda,2023-01-30T23:26:32.000,2023-01-30T23:26:32Z,Sweet   about a woman who sees somonw in her memoried that shouldnt be there,MADELEINE
annotation,Nebula Awards Showcase 2017,Julie E. Czerneda,2023-01-31T06:25:49.000,2023-01-31T06:25:49Z,Ode to live music and against late stage capitaism    reminds me of the ticketmaster issue,"NEBULA AWARD WINNER

   BEST NOVELETTE

   OUR LADY OF THE OPEN ROAD

   SARAH PINSKER"
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-02T04:04:44.000,2023-09-02T04:04:44Z,4 love sory nicely done inerresting take on cryogenic preservation,"I can see how it could be beautiful,” Mira said. “It’s like a marriage, I think, but more so. It magnifies the relationship – good ones get closer and deeper; bad
  ones become intolerable.”
"
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-04T00:24:52.000,2023-09-04T00:24:52Z,5 stars incredible  slow start  abiut thr idea that the observer matters for quantum mechanics,"Hebrew, Polish, and
      Czech.

       Ted was born in Indiana, not far from Lake Michigan. He studied biology at Indiana University and since then has gradually assembled one of those crazy work histories that writers so often
      seem to have. Among other things, he’s been a zookeeper, a chem tech, and a laborer in a steel mill. More recently, he worked in a research laboratory where he ran an electron microscope.
      He left the lab in 2009 to take a job writing for a video game company. He"
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-04T02:06:49.000,2023-09-04T02:06:49Z,4 retelling of i sacrifice to get the ships to troy  , and the VanderMeers. A slim volume of her fiction and 
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-04T03:56:45.934,2023-09-04T03:57:45Z,5 stars incredible  abt a negaociator trying to gt a dea for some land and who enclunters a rival negociator    fantadtic world building,"Dick,” he said hoarsely, “they’re completely nonviolent. Aren’t they?”

   “Except in matters of trade.” Uncle was the last one to produce a knife. They moved toward us very slowly. “Unless you do something fast, I think you’re about to lose
  your feet.”

   “My God! I thought that was just an expression.”

   “I think you better start apologizing. Tell them it was a joke.”

   —I die! He shouted, and they stopped advancing. —I, um . . .

   —“You play a joke on your friends and it backfires,” I said in Greek.

   Rapidly: — I play a joke on my good friend and it backfires. I, uh . . .

   “Christ, Dick, help me.”

   “Just tell the truth and embroider it a little. They know about negative value, but it’s an obscenity.”"
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-02T03:09:04.000,2023-09-02T03:09:04Z,5 stsrs no ntes  liked the novel magic sem relyant on luck   like the moral re change,"NON-ZERO
  PROBABILITIES

   N. K. Jemisin"
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-03T02:46:42.000,2023-09-03T02:46:42Z,2.5 meh ,You sit shivering
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-02T03:46:45.000,2023-09-02T03:46:45Z,3.5 a 13yos angst,".”

   “I’m not going anywhere.” Mariska shook her head; she still felt groggy. “Where would I go?”

   “To the stars,” said Natalya Volochkova. “They’ve been calling you. Alpha Centauri. Barnard’s. Wolf. Lalande. Luyten. Sirius.”

   Mariska propped herself on a elbow and stared at her. “How do you know that?”

   She reached out and brushed a strand of hair from Mariska’s forehead. “Because,” she said, “I’m your mother."
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-04T02:31:05.000,2023-09-04T02:31:05Z,4weird ending, but I know how to murder so that my victims will not wake.
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-02T01:58:18.504,2023-09-02T01:59:47Z,Very 1001 nights esque  3.5  physician wants ti marry girl her gather wants her to marry a rich man  boy remives a hermits legs to give him hooved legs so he can gi be with hid goatdemon girlfriend  you know how it is,"  HOOVES AND THE
  HOVEL OF ABDEL
  JAMEELA

   Saladin Ahmed"
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-02T20:06:56.000,2023-09-02T20:06:56Z,4,"GETTING DARK

   Neal Barrett, Jr."
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-02T02:28:35.000,2023-09-02T02:28:35Z,Gratuitous to authors  old sf author w dementia at the end ofhis life talking with his daugther interupted by various extracgs of his books. Turns out theyre actually parallel univs he created and his characters are going to take him away to their world and grant him immortality  his real life daugther was ignire her whole childhood but his fictional characrer calls him dad and remebers him so i guess its fine that he neglected his daughther ???,"I REMEMBER
  THE FUTURE

   Michael A. Burstein
"
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-02T04:10:48.000,2023-09-02T04:10:48Z,4 weird  iconic 1st line,"A lot of SF and fantasy explores concepts and worlds that are out there on the edge, but there are limits to how close to the edge we like to go when we’re discussing human experience."
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-03T02:40:34.000,2023-09-03T02:40:34Z,?,"Father H— breaks a dozen ampoules of red-wine vinegar over the ashes before you and stirs the bitter into the bleak. He shapes a pie from this mixture and urges you to follow suit. You
  obey. After a while, you’ve made a dozen or so together, but still must make a dozen more for the unfed soldiers in the tunnel."
annotation,The Mammoth Book of Nebula Awards SF,Kevin J. Anderson,2023-09-03T19:02:35.000,2023-09-03T19:02:35Z,Meh 2 sick guys sees ghst there is a prralell world where sic people go  nit a bad metaphor but poor execution,Nebula Award
annotation,The Bird Way,Jennifer Ackerman,2023-09-09T18:54:21.000,2023-09-09T18:54:21Z,Corellation between beimg civil and having to coexist,"	 O’Donnell doesn’t see it this way. He argues that birds attending ant raids are not so much competing as coexisting, sharing resources, perhaps even facilitating one another’s participation—deliberately or not. “Having other birds around may be an advantage because there are more eyes and ears to detect predators,” he says. “Food is usually abundant at a raid, so the costs of allowing other birds to attend may be low, favoring more positive interactions.”
			 Anyone who has ever watched a dual between two rufous hummingbirds at a nectar feeder, or a pack of gulls battling for a stray french fry, or a pair of starlings bloodying each other over just about anything knows the potential for fierce competition in the bird world. The common understanding of the struggle for survival is that it’s a fight to the end to win limited resources. As the Dickens character"
annotation,The Bird Way,Jennifer Ackerman,2023-09-08T01:54:00.000,2023-09-08T01:54:00Z,I wonder if a species of bird can understand another spccies calls if the live together,"McLachlan has discovered that the honeyeater’s calls encode highly specific information. Moreover, the birds that are listening are capable of decoding and understanding these complex messages. It’s a super-sophisticated signaling system, and McLachlan has found an ingenious way to unravel its mysteries."
annotation,The Bird Way,Jennifer Ackerman,2023-09-10T01:30:41.000,2023-09-10T01:30:41Z,maybe play is for brain plasticity,"There are three prerequisites for complex play, and the raven dossier lists them all. The behavior occurs in birds that have a brain big for their body size (ravens have among the largest relative brain size of any bird), a long juvenile period when youngsters hang around with their parents (ravens spend at least five months with their family), and a habit of exploiting all available food resources (ravens specialize in being food generalists). Most birds that engage in social play have a complex social system. Ducks do something called coordinated loafing, hanging out together. But real social play exists mostly among birds that live in complex societies where alliances are fluid and constantly shifting, like ravens and Australian magpies."
annotation,The Bird Way,Jennifer Ackerman,2023-09-10T02:12:05.526,2023-09-10T02:12:39Z,"How was work?
Fine. Im still working n creating beef between birds","Taylor and Nelson are also devising experiments to create mild conflicts between kea to see if playing a recording of the warble call defuses tension between birds, and investigating whether kea warbling and mood is affected by the environment."
annotation,The Bird Way,Jennifer Ackerman,2023-09-10T01:34:59.000,2023-09-10T01:34:59Z,I wonder if the woul play a game that they saw a bird playing on avideo or if there is a elemnt of communication thus requiring a video call,"Ravens are renowned for their ability to invent all variety of games. “If you go to different raven facilities, you’ll see the birds playing different games, which individuals have come up with themselves,” says Osvath. “Introduce them to a new game, and they learn the rules quickly.” In the 1960s, Eberhard Gwinner, the inspired zoologist who revealed the internal calendar in migrating birds, turned his attention to play behavior in corvids—ravens, carrion crows, and rooks—noting how individual ravens devised their own new games, which other ravens imitated and continued playing for years even after the inventor was gone—in what, he said, amounted to a culture of play.
"
annotation,Prisoners of Geography,Tim Marshall,2022-09-16T00:01:34.000,2022-09-16T00:01:34Z,Part of reasons eas west works so well is because they have similar climates when yiu go n or w it gets wsrmer,"Almost the entire continent developed in isolation from the Eurasian land mass, where ideas and technology were exchanged from east to west, and west to east, but not north to south."
annotation,Goddess in Time,Tera Lynn Childs,2023-09-13T01:14:50.000,2023-09-13T01:14:50Z,Ad shevonly atevthebseeds bcbshe was starving.,"“When Hades wanted to bring Persephone into the underworld,” Troy explains, “he used Narcissus to lure her.”"
annotation,Garden Spells,Sarah Addison Allen,2023-09-19T03:22:27.547,1970-01-01T00:00:00.000,oed,"Clients of Sydney’s mostly, who came by to tell Sydney that their new haircuts gave them more confidence, that their husbands noticed them more, and their mechanics were unable to shyste them on their car repairs."
annotation,Sky Coyote (Company),Kage Baker,2023-10-07T20:38:08.000,2023-10-07T20:38:08Z,Feels like a weird and unneed justification of like paid slavery?,"mortals this way. In fact, the Dr. Zeus offices in the future have a real horror of just this kind of thing going on. We’re "
annotation,Mendoza in Hollywood (Company),Kage Baker,2023-10-14T01:08:19.000,2023-10-14T01:08:19Z,26 pages descrbing a movie  edit baby,Realpolitik
annotation,The Graveyard Game,Kage Baker,2023-10-15T10:13:22.668,2023-10-15T10:13:22Z,1923,2923
annotation,Frankenstein (Barnes & Noble Classics Series),Mary Wollstonecraft Shelley,2022-07-27T17:17:47.000,2022-07-27T17:17:47Z,Nature again,". “I have seen,” he said, “the most beautiful scenes of my own country; I have visited the lakes of Lucerne and Uri, where the snowy mountains descend almost perpendicularly to the water, casting black and impenetrable shades, which would cause a gloomy and mournful appearance, were it not for the most verdant islands that relieve the eye by their gay appearance; I have seen this lake agitated by a tempest, when the wind tore up whirlwinds of water, and gave you an idea of what the waterspout must be on the great ocean; and the waves dash with fury the base of the mountain, where the priest and his mistress were overwhelmed by an avalanche, and where their dying voices are still said to be heard amid the pauses of the nightly wind; I have seen the mountains of La Valais, and the Pays de Vaud: but this country, Victor, pleases me more than all those wonders. The mountains of Switzerland are more majestic and strange; but there is a charm in the banks of this divine river, that I never before saw equalled. Look at that castle which overhangs yon precipice; and that also on the island, almost concealed amongst the foliage of those lovely trees; and now that group of"
annotation,Frankenstein (Barnes & Noble Classics Series),Mary Wollstonecraft Shelley,2022-07-27T17:51:16.000,2022-07-27T17:51:16Z,Interesting wording,to bestow as much of my society on him
annotation,Frankenstein (Barnes & Noble Classics Series),Mary Wollstonecraft Shelley,2022-07-27T18:38:39.000,2022-07-27T18:38:39Z,Agency,"You have travelled; you have spent several years of your life at Ingolstadt; and I confess to you, my friend, that when I saw you last autumn so unhappy, flying to solitude, from the society of every creature, I could not help supposing that you might regret our connection, and believe yourself bound in honour to fulfil the wishes of your parents although they opposed themselves to your inclinations. But this is false reasoning. I confess to you, my friend, that I love you, and that in my airy dreams of futurity you have been my constant friend and companion. But it is your happiness I desire as well as my own when I declare to you that our marriage would render me eternally miserable unless it were the dictate of your own free choice. Even now I weep to think that, borne down as you are by the cruellest misfortunes, you may stifle, by the word honour, all hope of that love and happiness which would alone restore you to yourself. I, who have so disinterested an affection for you, may increase your miseries tenfold by being an obstacle to your wishes. Ah! Victor, be assured that your cousin and playmate has too sincere a love for you not to be made miserable by this supposition. Be happy, my friend; and if you  obey me in this one request, remain satisfied that nothing on earth will have the power to interrupt my tranquillity."
annotation,Frankenstein (Barnes & Noble Classics Series),Mary Wollstonecraft Shelley,2022-07-27T18:22:08.000,2022-07-27T18:22:08Z,Sleep,the rest necessary for the preservation of life.
annotation,Frankenstein (Barnes & Noble Classics Series),Mary Wollstonecraft Shelley,2022-07-27T17:11:24.000,2022-07-27T17:11:24Z,Uncanny valley?,"his abhorred presence on me,"
annotation,Frankenstein (Barnes & Noble Classics Series),Mary Wollstonecraft Shelley,2022-07-27T18:20:45.000,2022-07-27T18:20:45Z,Orbs lol,"Sometimes they were the expressive eyes of Henry languishing in death, the dark orbs "
annotation,Frankenstein (Barnes & Noble Classics Series),Mary Wollstonecraft Shelley,2022-07-27T18:23:53.000,2022-07-27T18:23:53Z,Key,"A thousand times would I have shed my own blood, drop by drop, to have saved their lives; but I could not, my father, indeed I could not sacrifice the whole human race.”
"
annotation,Neverwhere,"Gaiman, Neil",2022-08-16T17:20:54.000,2022-08-16T17:20:54Z,eg,"while holding forth,"
annotation,One Red Paperclip,Kyle MacDonald,2022-08-21T18:05:43.000,2022-08-21T18:05:43Z,H is hawk  swrd inthe stone,Bruno
annotation,Finding Flow: The Psychology of Engagement with Everyday Life (Masterminds Series),Mihaly Csikszentmihalyi,2022-09-06T00:39:51.000,2022-09-06T00:39:51Z,Community support,"As one would expect, people who live in nations that are materially better off and politically more stable rate themselves happier (e.g., the Swiss and Norwegians say they are happier than Greeks and Portuguese)-but not always (e.g., the poorer Irish claim to be happier than the wealthier Japanese)."
annotation,Minor Mage,T. Kingfisher,2022-08-04T17:50:02.000,2022-08-04T17:50:02Z,Familiars remind magicians to eat,"It’s not good stomping along mad and forgetting to take care of yourself,” said the armadillo."
annotation,Hamnet,Maggie O'Farrell,2022-09-25T18:08:22.000,2022-09-25T18:08:22Z,& seclusion,"She can bear separation, sickness, blows, birth, deprivation, hunger, unfairness,"
annotation,Biography of X,Catherine Lacey,2023-04-18T14:06:38.000,2023-04-18T14:06:38Z,not sure i get the ditinction,was (or had been)
annotation,Biography of X,Catherine Lacey,2023-04-18T13:47:44.000,2023-04-18T13:47:44Z,Dnt agree with translatn,"Continuation d’un chemin de bois pour aller d’un lieu à un autre dans le but d’une quelconque communication (Continuation of a wooden path in order to go from one place to another with the aim of making any kind of communication),"
annotation,Biography of X,Catherine Lacey,2023-04-18T12:11:08.355,2023-04-18T12:11:17Z,Duck ,"
 Of the many rumors about Bee Converse and how she worked, the most impressive was that she wrote songs out of thin air, that when she was struck with a song she only needed to sit at the piano and it would arrive in full. In truth, X had a backlog of songs she’d been writing and memorizing for years, some of them appearing in her journals as far back as the late sixties."
annotation,Biography of X,Catherine Lacey,2023-04-18T14:07:13.000,2023-04-18T14:07:13Z,Why is it has been not hd been,"journalist,"
annotation,Biography of X,Catherine Lacey,2023-04-18T02:09:50.000,2023-04-18T02:09:50Z,Or so she says oleg would 2nd anything she says i bet she had it in her head and just retyped it,"Two days later, X arrived at Oleg’s penthouse with a typewriter and a ream of paper. She took over one of the guest bedrooms, asked the cook to leave a pot of coffee at seven, four plums at noon, dinner at six, and two snifters of brandy at eight. She needed four days, she told Oleg; she was writing a book, the whole thing all at once, and she wanted to be left alone."
annotation,Biography of X,Catherine Lacey,2023-04-18T13:42:26.000,2023-04-18T13:42:26Z,? last line,"Though I’d visited the gallery countless times, I’d never been to her office in the back, and it was both a shock and a confirmation to find that her desk was not only empty but also clear, a designer box of Lucite. Nearly everything else in the room was either white or transparent—a sculpture of blown glass, clear chairs, clear side tables. There was even a pane of framed plexiglass hanging on the wall, a work by a new artist whose prices were already cresting five figures. The office contained no papers, no books—there wasn’t even a computer visible—as if Ginny never did a moment’s work, just sat in there, breathing. Maybe this is why fiction about real people so often feels forced—we live in the clunkiest metaphors.
"
annotation,Biography of X,Catherine Lacey,2023-04-18T01:40:22.000,2023-04-18T01:40:22Z,Holy s cn woman extrodinare,"when X tried to explain Oleg’s past to me, it seemed too large and strange to be believed—that his mother shot his father and herself in a suite at the Waldorf Astoria, orphaning Oleg but leaving him as the heir to his father’s estate."
annotation,The Throne of Jade,Naomi Novik,2022-05-16T00:35:16.000,2022-05-16T00:35:16Z,Wrap ship?,"Much to the relief of the men, Riley did not order them to warp her out;"
annotation,The Legend Of Eli Monpress,"Aaron, Rachel",2022-11-10T22:02:37.000,2022-11-10T22:02:37Z,Oxymoron,determined but slightly bored expression
annotation,One Good Dragon Deserves Another (Heartstrikers Book 2),Rachel Aaron,2022-11-05T06:09:22.000,2022-11-05T06:09:22Z,How do you know if it is i or me in this case?,"Who else should hold the strongest one but me?”
 “But I,” Estella"
annotation,This Is How You Lose the Time War,Amal El-Mohtar,2022-11-12T18:36:33.000,2022-11-12T18:36:33Z,Matrix,"steak and freedom,"
annotation,Hit Makers,Derek Thompson,2022-11-22T15:32:32.000,2022-11-22T15:32:32Z,Before investing time you need to trust the author that there is a worth while meaning,"The play is confounding, and maddeningly ambiguous, but the few answers that it yields are, for me, the finest kind."
annotation,Spare,"Prince Harry, The Duke of Sussex",2023-01-13T07:44:41.000,2023-01-13T07:44:41Z,?e,Part of him honestly wished he’d crashed and burned.
annotation,The Undertaking of Hart and Mercy,Megan Bannen,2022-12-24T12:31:22.000,2022-12-24T12:31:22Z,Great first page,Chapter One
annotation,Sweep of the Heart,Ilona Andrews,2022-12-20T02:54:07.000,2022-12-20T02:54:07Z,Reference?,What is best
annotation,All the Beauty in the World,Patrick Bringley,2023-03-29T05:33:44.000,2023-03-29T05:33:44Z,Okay...?,"Speaking of West Africa, off the top of my head I can think of guards from Nigeria, Ghana, Togo, Burkina Faso, and Cameroon."
annotation,Wild,Cheryl Strayed,2023-08-13T02:52:31.047,2023-08-13T02:52:43Z,The novel,"It was a story about many things, but it centered on the life of one novel, told from the perspectives of its author and editor, its critics and readers."
annotation,Wild,Cheryl Strayed,2023-08-12T22:17:29.000,2023-08-12T22:17:29Z,Interesting expression  experience gives flavor,well-seasoned
